id,battery_power,m_dep,mobile_wt,px_height,px_width,ram,sc_h,sc_w,talk_time,bluetooth,gen,cores,speed,sim,f_camera,camera,memory,screen,wifi,price,resolution,DPI_w,call_ratio,cores_ord,speed_ord,wifi_ord,sim_ord,LCD,Touch,bluetooth_bin
1712,1783,0.6,183,910,1566,1816,12,7,7,Yes,2,octa,low,Single,8.0,11.0,14.1474609375,LCD,a,932.32,1425060,568.2,254.71428571428572,8,1,2,1,1,0,1
1713,1083,0.8,156,295,503,1338,16,8,5,Yes,4,penta,medium,Dual,2.0,9.0,48.3115234375,Touch,n,794.07,148385,159.7,216.6,5,2,4,2,0,1,1
1714,1698,0.8,131,26,508,2992,15,3,17,No,4,octa,high,Single,10.0,12.0,7.6220703125,Touch,none,1242.02,13208,430.1,99.88235294117646,8,3,-1,1,0,1,0
1715,1969,0.2,85,332,764,315,16,7,7,No,4,octa,low,Dual,5.0,20.0,7.6474609375,Touch,none,652.73,253648,277.2,281.2857142857143,8,1,-1,2,0,1,0
1716,869,0.6,197,519,533,3249,19,0,12,No,2,hepta,medium,Single,,3.0,2.74609375,LCD,a,1065.22,276627,inf,72.41666666666667,7,2,2,1,1,0,0
1717,1337,0.7,200,161,1029,3242,10,1,20,Yes,2,quad,high,Dual,,1.0,5.484375,Touch,none,783.52,165669,2613.7,66.85,4,3,-1,2,0,1,1
1718,637,0.6,194,1080,1289,2725,15,10,7,Yes,2,quad,low,Dual,2.0,6.0,27.6484375,LCD,none,721.05,1392120,327.4,91.0,4,1,-1,2,1,0,1
1719,833,0.3,145,649,1290,586,19,8,19,Yes,4,quad,low,Dual,,2.0,27.2080078125,LCD,g,755.67,837210,409.6,43.8421052631579,4,1,3,2,1,0,1
1720,1248,0.4,89,71,1686,2454,9,8,13,No,4,triple,high,Single,6.0,8.0,9.171875,Touch,none,1107.09,119706,535.3,96.0,3,3,-1,1,0,1,0
1721,1174,1.0,147,744,1244,804,17,14,16,Yes,2,quad,low,Single,7.0,20.0,29.5546875,Touch,b,523.54,925536,225.7,73.375,4,1,1,1,0,1,1
1722,1831,0.2,148,437,1113,2460,10,5,18,Yes,4,hepta,high,Single,3.0,14.0,43.2490234375,LCD,none,992.19,486381,565.4,101.72222222222223,7,3,-1,1,1,0,1
1723,1002,0.1,146,115,1111,1295,18,15,17,No,3,single,high,Dual,7.0,10.0,26.7412109375,LCD,b,591.39,127765,188.1,58.94117647058823,1,3,1,2,1,0,0
1724,1010,0.9,139,547,957,2625,15,11,12,Yes,4,penta,medium,Dual,2.0,3.0,8.3359375,Touch,none,755.56,523479,221.0,84.16666666666667,5,2,-1,2,0,1,1
1725,1117,0.1,177,495,1035,1999,15,9,2,Yes,3,dual,low,Dual,2.0,19.0,21.30078125,LCD,b,573.61,512325,292.1,558.5,2,1,1,2,1,0,1
1726,990,0.9,153,1466,1717,2698,11,8,6,Yes,3,dual,high,Dual,3.0,7.0,15.0537109375,LCD,none,937.77,2517122,545.1,165.0,2,3,-1,2,1,0,1
1727,1564,0.1,129,117,1115,3742,13,3,13,No,4,hexa,medium,Single,5.0,16.0,25.677734375,Touch,none,1204.42,130455,944.0,120.3076923076923,6,2,-1,1,0,1,0
1728,1065,0.1,158,760,1722,1193,16,13,20,No,4,penta,high,Dual,,3.0,20.7626953125,LCD,a,770.79,1308720,336.5,53.25,5,3,2,2,1,0,0
1729,1982,0.1,129,764,1873,3511,16,14,15,No,3,hepta,medium,Single,12.0,16.0,23.3671875,Touch,a,1159.7,1430972,339.8,132.13333333333333,7,2,2,1,0,1,0
1730,1607,1.0,192,776,1005,885,11,1,14,No,4,dual,medium,Dual,6.0,8.0,19.7099609375,Touch,none,885.75,779880,2552.7,114.78571428571429,2,2,-1,2,0,1,0
1731,1066,0.5,167,53,1504,1044,8,7,11,No,4,penta,high,Dual,6.0,7.0,5.5986328125,LCD,none,807.97,79712,545.7,96.9090909090909,5,3,-1,2,1,0,0
1732,681,0.9,194,371,1702,2548,6,1,5,No,4,penta,low,Dual,12.0,19.0,17.314453125,LCD,a,1035.36,631442,4323.1,136.2,5,1,2,2,1,0,0
1733,1163,0.9,132,728,818,2940,13,0,15,Yes,4,dual,medium,Dual,,1.0,19.3564453125,LCD,n,742.32,595504,inf,77.53333333333333,2,2,4,2,1,0,1
1734,1285,0.8,199,1791,1896,3966,17,15,2,No,4,penta,low,Dual,4.0,7.0,11.2158203125,Touch,b,1379.29,3395736,321.1,642.5,5,1,1,2,0,1,0
1735,753,0.1,121,606,1316,3484,11,10,16,Yes,4,octa,low,Single,11.0,20.0,47.4814453125,LCD,none,1125.32,797496,334.3,47.0625,8,1,-1,1,1,0,1
1736,1779,0.8,90,1225,1717,1246,12,2,20,Yes,2,single,high,Dual,2.0,3.0,5.439453125,Touch,none,876.77,2103325,2180.6,88.95,1,3,-1,2,0,1,1
1737,987,0.5,83,419,736,2757,17,12,15,Yes,4,triple,medium,Single,4.0,8.0,51.3818359375,Touch,none,1129.6,308384,155.8,65.8,3,2,-1,1,0,1,1
1738,511,0.6,136,367,1264,2378,18,3,4,No,4,triple,low,Dual,15.0,18.0,23.7890625,LCD,none,1014.05,463888,1070.2,127.75,3,1,-1,2,1,0,0
1739,1044,0.7,104,1230,1263,1794,18,7,19,No,4,hexa,medium,Single,4.0,5.0,11.9267578125,Touch,g,903.46,1553490,458.3,54.94736842105263,6,2,3,1,0,1,0
1740,1855,0.6,187,267,1161,3933,7,0,7,No,3,octa,low,Single,5.0,18.0,31.7080078125,LCD,g,1342.81,309987,inf,265.0,8,1,3,1,1,0,0
1741,946,0.1,186,273,891,1637,7,3,6,Yes,3,hexa,medium,Single,9.0,10.0,25.89453125,LCD,b,636.1,243243,754.4,157.66666666666666,6,2,1,1,1,0,1
1742,657,0.1,110,705,1905,783,6,1,11,Yes,3,octa,medium,Dual,2.0,8.0,20.9150390625,Touch,none,657.44,1343025,4838.7,59.72727272727273,8,2,-1,2,0,1,1
1743,1673,0.5,182,214,679,3094,12,4,20,Yes,2,penta,medium,Single,2.0,6.0,41.8193359375,LCD,none,805.59,145306,431.2,83.65,5,2,-1,1,1,0,1
1744,731,0.5,130,424,1032,1774,12,8,10,Yes,4,octa,low,Dual,,,27.9921875,LCD,none,843.36,437568,327.7,73.1,8,1,-1,2,1,0,1
1745,926,0.8,161,84,793,256,18,7,2,Yes,4,hepta,low,Single,6.0,14.0,58.1806640625,LCD,b,514.37,66612,287.7,463.0,7,1,1,1,1,0,1
1746,1261,0.3,86,605,1429,1365,9,3,16,No,4,dual,low,Single,3.0,9.0,51.087890625,LCD,a,750.66,864545,1209.9,78.8125,2,1,2,1,1,0,0
1747,618,0.2,188,1175,1586,2339,19,2,10,No,4,triple,medium,Single,11.0,20.0,44.564453125,Touch,none,705.02,1863550,2014.2,61.8,3,2,-1,1,0,1,0
1748,936,0.2,129,657,938,2049,12,8,5,Yes,4,dual,high,Single,5.0,6.0,56.22265625,Touch,none,768.87,616266,297.8,187.2,2,3,-1,1,0,1,1
1749,1485,0.8,158,371,1023,3241,14,11,11,Yes,4,penta,low,Dual,,1.0,27.5537109375,Touch,none,1017.84,379533,236.2,135.0,5,1,-1,2,0,1,1
1750,1339,0.5,80,833,1441,867,8,3,3,Yes,4,quad,low,Dual,10.0,11.0,21.0400390625,Touch,none,900.49,1200353,1220.0,446.3333333333333,4,1,-1,2,0,1,1
1751,508,0.7,82,102,1195,2175,14,4,14,Yes,2,penta,medium,Single,1.0,9.0,49.515625,LCD,b,645.21,121890,758.8,36.285714285714285,5,2,1,1,1,0,1
1752,1938,0.5,121,1299,1935,3497,18,10,18,Yes,2,dual,low,Dual,5.0,9.0,43.5859375,Touch,none,1141.94,2513565,491.5,107.66666666666667,2,1,-1,2,0,1,1
1753,995,0.1,104,258,1889,609,11,3,5,No,3,quad,medium,Dual,1.0,3.0,10.4892578125,LCD,a,545.52,487362,1599.4,199.0,4,2,2,2,1,0,0
1754,1086,0.2,111,56,1150,3285,11,5,17,Yes,4,hexa,medium,Dual,,1.0,42.2373046875,Touch,none,1502.15,64400,584.2,63.88235294117647,6,2,-1,2,0,1,1
1755,1322,0.1,157,443,708,3684,15,8,6,No,4,single,high,Dual,1.0,3.0,34.755859375,LCD,none,1314.26,313644,224.8,220.33333333333334,1,3,-1,2,1,0,0
1756,1864,0.1,181,1279,1793,3586,19,9,8,No,2,hexa,medium,Dual,2.0,6.0,55.7939453125,LCD,n,1342.52,2293247,506.0,233.0,6,2,4,2,1,0,0
1757,1944,0.5,92,313,712,2322,19,8,7,Yes,4,quad,low,Single,1.0,9.0,26.0458984375,LCD,g,1275.16,222856,226.1,277.7142857142857,4,1,3,1,1,0,1
1758,581,0.2,180,523,565,354,10,4,13,No,4,dual,low,Single,5.0,10.0,55.431640625,Touch,a,591.17,295495,358.8,44.69230769230769,2,1,2,1,0,1,0
1759,1020,0.7,128,919,1482,3204,18,1,9,Yes,4,quad,low,Dual,3.0,4.0,27.4072265625,LCD,g,1179.26,1361958,3764.3,113.33333333333333,4,1,3,2,1,0,1
1760,1936,0.1,139,570,1021,1400,17,7,3,No,2,triple,medium,Single,2.0,3.0,43.3974609375,LCD,b,674.55,581970,370.5,645.3333333333334,3,2,1,1,1,0,0
1761,1329,0.6,198,380,682,2308,11,10,9,Yes,4,octa,medium,Single,5.0,6.0,23.0302734375,Touch,none,949.27,259160,173.2,147.66666666666666,8,2,-1,1,0,1,1
1762,808,0.5,105,119,529,1082,15,5,10,Yes,3,octa,low,Dual,3.0,15.0,45.2900390625,LCD,b,447.06,62951,268.7,80.8,8,1,1,2,1,0,1
1763,994,0.9,164,296,839,3104,17,7,11,No,2,dual,medium,Dual,4.0,17.0,39.8505859375,LCD,none,926.96,248344,304.4,90.36363636363636,2,2,-1,2,1,0,0
1764,1811,0.2,82,358,614,2847,9,2,4,Yes,4,dual,medium,Single,3.0,8.0,21.978515625,LCD,n,935.53,219812,779.8,452.75,2,2,4,1,1,0,1
1765,765,0.3,88,1364,1851,2256,6,1,19,Yes,2,octa,high,Single,3.0,11.0,43.6982421875,Touch,g,756.88,2524764,4701.5,40.26315789473684,8,3,3,1,0,1,1
1766,993,0.4,106,424,1639,1113,14,1,6,Yes,2,hepta,high,Dual,,13.0,16.162109375,LCD,a,641.14,694936,4163.1,165.5,7,3,2,2,1,0,1
1767,1136,0.5,150,961,1030,3210,10,3,8,Yes,3,hexa,medium,Single,15.0,19.0,31.962890625,Touch,b,1092.05,989830,872.1,142.0,6,2,1,1,0,1,1
1768,719,0.4,113,431,1727,3990,14,9,12,Yes,4,hexa,low,Dual,,9.0,22.9189453125,Touch,g,917.77,744337,487.4,59.916666666666664,6,1,3,2,0,1,1
1769,733,0.3,105,950,1739,984,17,4,9,Yes,3,hepta,low,Dual,,10.0,62.56640625,LCD,a,522.86,1652050,1104.3,81.44444444444444,7,1,2,2,1,0,1
1770,1946,0.3,123,647,1849,3117,6,0,2,No,3,octa,high,Dual,8.0,19.0,8.1640625,LCD,none,862.23,1196303,inf,973.0,8,3,-1,2,1,0,0
1771,1230,0.7,111,1960,1963,1622,18,17,16,Yes,4,hepta,medium,Single,,2.0,47.263671875,Touch,g,1112.15,3847480,293.3,76.875,7,2,3,1,0,1,1
1772,1577,0.1,105,116,1432,2967,7,3,7,No,4,triple,medium,Dual,,7.0,62.998046875,Touch,b,1170.47,166112,1212.4,225.28571428571428,3,2,1,2,0,1,0
1773,1514,0.6,138,306,538,1037,15,3,15,Yes,4,triple,medium,Single,3.0,4.0,12.44140625,LCD,g,737.24,164628,455.5,100.93333333333334,3,2,3,1,1,0,1
1774,579,1.0,89,808,1517,2908,12,4,11,Yes,2,octa,high,Single,3.0,10.0,7.10546875,LCD,a,558.24,1225736,963.3,52.63636363636363,8,3,2,1,1,0,1
1775,574,0.9,126,94,1334,1167,5,3,19,Yes,4,dual,high,Single,1.0,3.0,29.38671875,LCD,none,675.58,125396,1129.5,30.210526315789473,2,3,-1,1,1,0,1
1776,1072,0.4,114,380,877,2715,15,9,16,Yes,2,octa,medium,Dual,6.0,16.0,18.7255859375,Touch,none,692.79,333260,247.5,67.0,8,2,-1,2,0,1,1
1777,843,0.9,119,593,732,1734,17,8,14,No,2,hepta,medium,Dual,1.0,4.0,16.173828125,LCD,b,644.04,434076,232.4,60.214285714285715,7,2,1,2,1,0,0
1778,1492,0.9,85,1684,1746,2259,14,12,19,Yes,2,triple,medium,Single,5.0,7.0,11.259765625,Touch,a,861.81,2940264,369.6,78.52631578947368,3,2,2,1,0,1,1
1779,1807,0.2,125,1221,1415,2921,8,5,17,Yes,2,triple,high,Single,,,16.0146484375,Touch,none,1208.68,1727715,718.8,106.29411764705883,3,3,-1,1,0,1,1
1780,909,0.1,146,410,1643,1244,14,10,16,Yes,2,triple,low,Dual,7.0,9.0,46.302734375,Touch,none,632.93,673630,417.3,56.8125,3,1,-1,2,0,1,1
1781,1876,1.0,98,600,1211,3132,17,0,2,No,4,triple,medium,Dual,9.0,19.0,63.0859375,Touch,g,874.59,726600,inf,938.0,3,2,3,2,0,1,0
1782,1436,0.3,106,189,1411,2488,8,4,8,Yes,4,penta,high,Dual,3.0,4.0,22.779296875,LCD,none,867.49,266679,896.0,179.5,5,3,-1,2,1,0,1
1783,1251,0.7,133,308,591,1052,11,9,11,No,4,hexa,low,Dual,10.0,16.0,29.015625,LCD,none,742.13,182028,166.8,113.72727272727273,6,1,-1,2,1,0,0
1784,636,0.9,152,148,742,2927,15,6,3,No,4,dual,low,Single,8.0,15.0,27.796875,LCD,none,759.46,109816,314.1,212.0,2,1,-1,1,1,0,0
1785,1354,0.5,136,297,918,2090,5,1,13,Yes,4,quad,low,Dual,3.0,6.0,25.9111328125,Touch,none,1069.09,272646,2331.7,104.15384615384616,4,1,-1,2,0,1,1
1786,930,0.5,190,1050,1726,2131,7,2,6,Yes,4,quad,low,Dual,3.0,16.0,33.67578125,LCD,a,891.88,1812300,2192.0,155.0,4,1,2,2,1,0,1
1787,1830,0.3,117,1191,1882,3362,13,10,11,Yes,4,single,medium,Single,7.0,11.0,46.16796875,LCD,none,1221.66,2241462,478.0,166.36363636363637,1,2,-1,1,1,0,1
1788,1424,0.6,80,1399,1663,1053,14,11,16,No,4,quad,low,Dual,16.0,18.0,22.787109375,Touch,g,1114.17,2326537,384.0,89.0,4,1,3,2,0,1,0
1789,583,0.9,88,1658,1794,1799,16,9,7,Yes,2,octa,low,Dual,1.0,2.0,50.1318359375,Touch,none,670.25,2974452,506.3,83.28571428571429,8,1,-1,2,0,1,1
1790,648,0.4,109,1153,1817,3124,5,0,13,Yes,4,penta,low,Dual,9.0,20.0,53.4140625,LCD,none,1199.41,2095001,inf,49.84615384615385,5,1,-1,2,1,0,1
1791,1203,0.9,109,35,510,1672,17,13,19,Yes,4,dual,low,Dual,,12.0,11.4423828125,Touch,none,747.83,17850,99.6,63.31578947368421,2,1,-1,2,0,1,1
1792,1777,0.2,100,553,874,1552,10,8,10,No,3,quad,medium,Dual,,7.0,15.26171875,Touch,none,918.97,483322,277.5,177.7,4,2,-1,2,0,1,0
1793,1299,0.5,83,46,908,1938,19,8,5,Yes,3,hexa,high,Dual,,6.0,62.8232421875,LCD,b,627.85,41768,288.3,259.8,6,3,1,2,1,0,1
1794,1494,0.4,129,207,1177,3202,13,1,14,No,4,dual,medium,Single,2.0,9.0,46.4853515625,LCD,none,1072.42,243639,2989.6,106.71428571428571,2,2,-1,1,1,0,0
1795,527,0.9,128,67,1924,1302,13,7,13,No,2,single,low,Dual,4.0,11.0,51.7275390625,LCD,none,554.57,128908,698.1,40.53846153846154,1,1,-1,2,1,0,0
1796,793,0.4,179,818,1006,2296,12,0,5,Yes,4,quad,high,Dual,1.0,2.0,62.8359375,Touch,none,846.14,822908,inf,158.6,4,3,-1,2,0,1,1
1797,873,0.6,152,1257,1411,575,15,8,7,Yes,3,hepta,low,Dual,6.0,9.0,8.20703125,LCD,b,616.37,1773627,448.0,124.71428571428571,7,1,1,2,1,0,1
1798,722,1.0,93,138,1371,2359,13,6,3,No,2,hexa,medium,Single,12.0,20.0,12.3505859375,LCD,none,759.43,189198,580.4,240.66666666666666,6,2,-1,1,1,0,0
1799,1250,0.4,167,11,1020,3314,6,5,6,Yes,4,penta,medium,Single,14.0,18.0,20.322265625,Touch,a,936.3,11220,518.2,208.33333333333334,5,2,2,1,0,1,1
1800,1358,0.6,147,889,1635,440,14,10,13,No,3,triple,medium,Single,,1.0,58.9794921875,LCD,none,670.15,1453515,415.3,104.46153846153847,3,2,-1,1,1,0,0
1801,1035,1.0,173,831,1709,2002,17,8,5,Yes,3,hexa,medium,Dual,8.0,10.0,11.5732421875,Touch,none,774.25,1420179,542.6,207.0,6,2,-1,2,0,1,1
1802,1289,0.9,161,713,1854,3167,14,8,20,No,4,hexa,low,Dual,3.0,17.0,16.0400390625,Touch,none,954.83,1321902,588.6,64.45,6,1,-1,2,0,1,0
1803,1445,0.4,82,527,1393,3480,17,16,17,No,3,dual,medium,Dual,2.0,6.0,36.8681640625,Touch,g,1045.49,734111,221.1,85.0,2,2,3,2,0,1,0
1804,1702,0.6,107,1284,1643,595,10,0,19,Yes,4,dual,high,Dual,12.0,19.0,46.7431640625,LCD,g,986.99,2109612,inf,89.57894736842105,2,3,3,2,1,0,1
1805,534,0.2,85,911,1220,2466,5,3,18,No,2,penta,low,Dual,4.0,16.0,2.5546875,Touch,n,942.65,1111420,1032.9,29.666666666666668,5,1,4,2,0,1,0
1806,628,0.2,87,1047,1534,1337,12,7,14,Yes,2,hexa,medium,Single,5.0,6.0,59.03515625,Touch,none,569.03,1606098,556.6,44.857142857142854,6,2,-1,1,0,1,1
1807,713,0.8,98,123,1477,1462,19,18,13,No,3,single,medium,Dual,4.0,17.0,52.2412109375,LCD,a,714.39,181671,208.4,54.84615384615385,1,2,2,2,1,0,0
1808,1207,0.3,112,406,681,503,7,3,5,No,3,octa,low,Single,,,57.439453125,Touch,none,576.14,276486,576.6,241.4,8,1,-1,1,0,1,0
1809,683,0.1,197,927,1135,2066,9,0,15,Yes,2,hepta,medium,Single,7.0,8.0,29.73046875,LCD,none,620.83,1052145,inf,45.53333333333333,7,2,-1,1,1,0,1
1810,594,0.1,196,407,528,708,17,5,17,Yes,2,penta,high,Single,1.0,2.0,27.0888671875,Touch,a,493.38,214896,268.2,34.94117647058823,5,3,2,1,0,1,1
1811,537,0.3,103,1041,1430,2029,10,5,12,Yes,4,hepta,medium,Single,1.0,2.0,54.2958984375,Touch,g,700.48,1488630,726.4,44.75,7,2,3,1,0,1,1
1812,1565,0.1,121,781,1364,308,19,17,7,Yes,3,penta,low,Single,,1.0,37.5126953125,Touch,a,750.1,1065284,203.8,223.57142857142858,5,1,2,1,0,1,1
1813,1052,0.8,195,1191,1839,552,6,1,11,No,2,quad,low,Single,1.0,16.0,5.8662109375,LCD,a,691.29,2190249,4671.1,95.63636363636364,4,1,2,1,1,0,0
1814,713,0.7,89,103,1760,2082,15,10,12,No,4,dual,medium,Single,4.0,8.0,61.9208984375,LCD,none,1006.55,181280,447.0,59.416666666666664,2,2,-1,1,1,0,0
1815,1766,0.6,141,125,1227,3314,9,7,17,Yes,2,penta,low,Dual,1.0,7.0,16.6025390625,LCD,b,1147.15,153375,445.2,103.88235294117646,5,1,1,2,1,0,1
1816,584,0.4,199,919,1343,3996,12,9,17,Yes,4,quad,medium,Dual,1.0,4.0,19.1484375,Touch,a,1467.68,1234217,379.0,34.35294117647059,4,2,2,2,0,1,1
1817,1541,0.5,109,536,1656,1795,7,3,4,Yes,4,quad,medium,Dual,6.0,10.0,5.5166015625,Touch,a,1101.18,887616,1402.1,385.25,4,2,2,2,0,1,1
1818,837,0.2,104,638,1831,594,16,6,20,No,3,penta,high,Dual,1.0,15.0,50.5224609375,LCD,b,623.43,1168178,775.1,41.85,5,3,1,2,1,0,0
1819,935,0.1,155,639,1087,2473,10,4,9,Yes,4,penta,low,Dual,3.0,12.0,56.931640625,LCD,n,827.43,694593,690.2,103.88888888888889,5,1,4,2,1,0,1
1820,665,0.1,185,496,1804,690,5,2,15,Yes,4,penta,low,Single,,2.0,30.609375,LCD,none,829.48,894784,2291.1,44.333333333333336,5,1,-1,1,1,0,1
1821,680,0.4,157,686,1418,3845,15,1,4,Yes,4,dual,high,Single,13.0,17.0,33.6220703125,Touch,b,1091.18,972748,3601.7,170.0,2,3,1,1,0,1,1
1822,877,0.1,195,1064,1985,2004,11,8,9,No,4,hepta,medium,Dual,,,17.1103515625,Touch,a,954.64,2112040,630.2,97.44444444444444,7,2,2,2,0,1,0
1823,1493,0.5,102,240,1414,2083,19,15,20,No,2,penta,medium,Dual,13.0,16.0,52.34765625,Touch,a,809.4,339360,239.4,74.65,5,2,2,2,0,1,0
1824,1762,0.1,83,525,704,2661,9,7,4,No,4,hexa,low,Single,3.0,14.0,25.462890625,Touch,none,921.23,369600,255.5,440.5,6,1,-1,1,0,1,0
1825,842,1.0,124,348,730,1903,8,4,14,Yes,2,triple,medium,Dual,4.0,10.0,56.32421875,Touch,none,754.14,254040,463.6,60.142857142857146,3,2,-1,2,0,1,1
1826,925,0.2,196,1262,1520,2466,8,0,5,Yes,3,single,medium,Single,9.0,14.0,55.2177734375,LCD,none,1003.88,1918240,inf,185.0,1,2,-1,1,1,0,1
1827,1692,0.9,106,1899,1904,3779,9,3,7,No,4,single,medium,Single,4.0,17.0,2.357421875,Touch,a,1259.18,3615696,1612.1,241.71428571428572,1,2,2,1,0,1,0
1828,1576,0.7,139,258,789,3904,5,1,7,Yes,3,triple,medium,Single,8.0,17.0,5.12890625,Touch,g,1181.59,203562,2004.1,225.14285714285714,3,2,3,1,0,1,1
1829,1065,0.3,162,1188,1948,265,8,0,12,No,4,hexa,medium,Dual,4.0,8.0,47.421875,LCD,none,716.89,2314224,inf,88.75,6,2,-1,2,1,0,0
1830,958,0.4,200,730,751,1417,10,4,19,Yes,4,single,medium,Single,9.0,12.0,58.91015625,LCD,a,841.61,548230,476.9,50.421052631578945,1,2,2,1,1,0,1
1831,623,0.3,197,484,1238,1769,10,1,16,Yes,4,hepta,low,Single,6.0,12.0,25.61328125,LCD,none,771.1,599192,3144.5,38.9375,7,1,-1,1,1,0,1
1832,897,0.4,171,547,1852,2948,12,3,5,No,2,single,medium,Dual,1.0,2.0,17.5849609375,LCD,g,716.05,1013044,1568.0,179.4,1,2,3,2,1,0,0
1833,1110,0.1,152,800,1455,2572,16,5,16,No,4,triple,medium,Single,4.0,16.0,40.80859375,LCD,g,988.55,1164000,739.1,69.375,3,2,3,1,1,0,0
1834,616,0.8,150,347,513,3267,17,9,19,Yes,4,hepta,medium,Single,3.0,4.0,20.6044921875,LCD,none,1164.34,178011,144.8,32.421052631578945,7,2,-1,1,1,0,1
1835,1680,0.7,168,679,1231,1459,15,3,2,Yes,4,quad,medium,Dual,6.0,7.0,36.671875,Touch,none,874.12,835849,1042.2,840.0,4,2,-1,2,0,1,1
1836,1715,0.3,94,1224,1676,1633,15,10,5,No,4,octa,medium,Single,,6.0,12.48046875,Touch,a,1039.62,2051424,425.7,343.0,8,2,2,1,0,1,0
1837,983,0.1,130,948,1205,2052,5,3,6,No,4,quad,low,Dual,,11.0,44.05078125,LCD,a,771.87,1142340,1020.2,163.83333333333334,4,1,2,2,1,0,0
1838,720,0.8,165,366,1234,1086,14,7,3,Yes,4,quad,low,Dual,12.0,14.0,14.0166015625,Touch,none,688.73,451644,447.8,240.0,4,1,-1,2,0,1,1
1839,1660,0.8,169,223,1777,2402,12,10,14,No,4,dual,low,Single,2.0,3.0,23.9560546875,Touch,a,1141.15,396271,451.4,118.57142857142857,2,1,2,1,0,1,0
1840,1564,0.7,108,1619,1962,3376,7,0,7,No,2,dual,medium,Dual,1.0,2.0,41.369140625,Touch,none,954.13,3176478,inf,223.42857142857142,2,2,-1,2,0,1,0
1841,592,0.9,103,332,970,1507,5,0,4,No,2,hepta,low,Dual,1.0,10.0,51.2255859375,LCD,b,475.55,322040,inf,148.0,7,1,1,2,1,0,0
1842,969,0.6,158,167,909,641,9,1,8,No,4,triple,medium,Dual,2.0,7.0,43.41015625,LCD,a,676.13,151803,2308.9,121.125,3,2,2,2,1,0,0
1843,1356,0.8,131,782,951,3451,5,2,17,Yes,3,single,low,Dual,,19.0,34.7607421875,Touch,a,477.79,743682,1207.8,79.76470588235294,1,1,2,2,0,1,1
1844,504,0.5,189,881,1129,1607,15,0,10,Yes,3,hepta,medium,Single,8.0,9.0,14.3408203125,Touch,a,673.38,994649,inf,50.4,7,2,2,1,0,1,1
1845,1546,0.2,101,91,1317,3521,15,11,9,Yes,4,single,low,Dual,3.0,4.0,6.2578125,LCD,none,1256.76,119847,304.1,171.77777777777777,1,1,-1,2,1,0,1
1846,689,0.8,147,487,722,1241,9,0,16,No,4,dual,high,Dual,3.0,6.0,7.53125,LCD,none,787.25,351614,inf,43.0625,2,3,-1,2,1,0,0
1847,1685,0.6,137,120,1429,881,6,3,17,No,2,hepta,low,Single,14.0,15.0,16.2060546875,Touch,b,661.65,171480,1209.9,99.11764705882354,7,1,1,1,0,1,0
1848,1792,0.3,170,1626,1913,2563,18,14,15,Yes,4,hepta,medium,Single,3.0,8.0,60.8408203125,LCD,g,1239.42,3110538,347.1,119.46666666666667,7,2,3,1,1,0,1
1849,1786,0.1,123,74,865,3033,14,11,17,No,2,triple,medium,Single,11.0,14.0,60.3525390625,Touch,none,812.04,64010,199.7,105.05882352941177,3,2,-1,1,0,1,0
1850,1944,0.2,132,634,1079,769,19,13,3,No,4,hepta,low,Dual,9.0,10.0,58.037109375,LCD,a,679.46,684086,210.8,648.0,7,1,2,2,1,0,0
1851,1077,0.6,131,334,1079,3454,17,11,2,Yes,4,quad,high,Single,13.0,14.0,48.7412109375,LCD,g,868.43,360386,249.2,538.5,4,3,3,1,1,0,1
1852,648,0.1,195,931,1811,819,10,3,4,Yes,4,quad,medium,Single,1.0,4.0,59.3828125,LCD,none,842.3,1686041,1533.3,162.0,4,2,-1,1,1,0,1
1853,1702,0.6,185,921,1351,435,12,9,3,Yes,2,hexa,low,Dual,8.0,19.0,2.158203125,Touch,b,616.63,1244271,381.3,567.3333333333334,6,1,1,2,0,1,1
1854,1571,0.9,150,805,956,586,10,9,4,No,2,hepta,high,Single,1.0,3.0,30.1572265625,Touch,a,659.86,769580,269.8,392.75,7,3,2,1,0,1,0
1855,856,0.7,125,1057,1931,650,17,0,10,Yes,4,hexa,medium,Dual,14.0,19.0,19.5283203125,LCD,n,832.23,2041067,inf,85.6,6,2,4,2,1,0,1
1856,1786,1.0,115,616,912,3038,18,0,14,No,3,quad,high,Single,6.0,15.0,14.326171875,LCD,none,696.88,561792,inf,127.57142857142857,4,3,-1,1,1,0,0
1857,914,0.9,198,740,840,3736,14,8,5,Yes,4,penta,low,Single,1.0,4.0,58.7841796875,LCD,none,1090.12,621600,266.7,182.8,5,1,-1,1,1,0,1
1858,1615,0.9,117,542,678,2948,8,3,3,Yes,3,single,high,Single,3.0,13.0,9.8359375,Touch,none,1037.96,367476,574.0,538.3333333333334,1,3,-1,1,0,1,1
1859,649,0.8,190,344,1551,739,18,1,2,Yes,4,hepta,medium,Single,4.0,12.0,19.599609375,Touch,none,548.98,533544,3939.5,324.5,7,2,-1,1,0,1,1
1860,1646,0.6,200,211,1608,686,8,6,11,No,4,dual,high,Single,3.0,5.0,24.80859375,Touch,none,774.92,339288,680.7,149.63636363636363,2,3,-1,1,0,1,0
1861,1189,0.5,164,79,615,841,13,10,11,Yes,2,dual,medium,Single,5.0,20.0,6.92578125,Touch,none,533.1,48585,156.2,108.0909090909091,2,2,-1,1,0,1,1
